PC1,PC2,PC3,PC4,PC5,PC6,PC7,flare_class_encoded
-3.019427286262791,-0.14835907034596613,1.5779126339257996,-0.37187989082102235,-0.8670438253534537,-0.194524593754197,-1.3509017979680662,200
-3.013686753207701,-0.1292621710552383,1.5942379899305794,-0.39035685184663693,-0.8455475390042793,-0.20085343802826405,-1.361837833981736,200
-2.9529386272297407,-0.18526158882591387,1.7716875922325062,-0.6231978453655005,-0.6651308702634319,-0.19985011256791094,-1.2386356064163695,200
-2.9670323899038467,-0.19806461021454771,1.59267454433363,-0.37944076693061723,-0.9199681613699029,-0.18901807295576945,-1.3526681674598844,200
-3.042432487105391,-0.3246218791386119,1.465207222517205,-0.2675676083189732,-1.0172279249958354,-0.18977441309629733,-1.3534825484352258,200
-3.0289764730458946,-0.39615016064146874,1.5729957740259408,-0.40451245512087874,-0.8974082816695799,-0.2004070561417655,-1.2818528234115774,200
-3.0637689147081235,-0.37085236770028057,1.5172219403815685,-0.3764963813626293,-0.8959148206373583,-0.19770030808080047,-1.2791267034972806,200
-3.111863830554317,-0.39971871117074803,1.581019457243663,-0.47174641430185504,-0.7623109579775186,-0.2384287690674231,-1.2388703127212328,200
-3.0976177007282226,-0.27429048792097416,1.5080031541529253,-0.37675647034504267,-0.8389573993837246,-0.20646678785291378,-1.2815052123667303,200
-3.0409668916299917,-0.34393311778208774,1.6420602627760257,-0.4987870712923155,-0.7714776157360566,-0.21476626943221555,-1.2311169958420831,200
-3.0290494321926795,-0.2923460334441635,1.5856246074909366,-0.40875183106065727,-0.857523585418877,-0.20096327361724928,-1.2810552605352643,200
-2.956204629538823,-0.2855532463585813,1.611526264396369,-0.406109714389042,-0.9201007158494481,-0.17572547443222372,-1.284246476354866,200
-2.952677425636952,-0.4113736288523932,1.647549411035977,-0.4128489726087221,-0.9339245600261175,-0.1833880104599268,-1.26183261094731,200
-2.75110643541002,-0.19046852374028694,1.79957148581479,-0.5811075330469346,-0.8691129739412302,-0.12868546142716628,-1.2373891587865717,200
-2.8735506176415644,-0.4447810776421535,1.684853881913647,-0.5011473652362162,-0.9168870120670647,-0.1402656633109846,-1.2030989326477637,200
-2.8142631865967243,-0.39596725218963896,1.7413858600101624,-0.6552275815813791,-0.7995402639340601,-0.09941721181676857,-1.1079667453151554,200
-2.9388909454088026,-0.49664151784930327,1.4551754007366373,-0.2985821025825449,-1.0930242707983941,-0.09280971649192327,-1.2331838726733775,200
-2.904371039508397,-0.5544841383007488,1.7683729777397894,-0.7706112238477254,-0.641094620197652,-0.10960195773721279,-0.9955824794245558,200
-2.962728444956828,-0.4567256696504017,1.7245726329005473,-0.6897593783454108,-0.6649655236750713,-0.15259879680876193,-1.0706937840115383,200
-2.9635909846705433,-0.35131647615977957,1.8312999291379715,-0.8458254446918911,-0.4844355820995433,-0.16896011117751986,-1.0077340511977155,200
-3.0805881040338225,-0.4033635540859062,1.5915303398628795,-0.5304321156175382,-0.7222851927166092,-0.17737414468078447,-1.1144573532348607,200
-3.0169601435467643,-0.4785317489421087,1.7984558407286015,-0.7791849250812806,-0.5262781233448199,-0.17350341360293967,-0.9684866913127936,200
-3.0300311055823315,-0.517626186337349,1.6693743619977517,-0.5471539533398633,-0.755353096643046,-0.1748703966504413,-1.0955240241071194,200
-2.6978671618025265,-0.3961227352611864,2.3380571416554172,-1.3103702018694403,-0.17132635733585394,-0.14271279956199434,-0.7951215144441917,200
-2.617500273416746,-0.42453799839091994,2.526764207639967,-1.533651930612833,-0.0032613859785028954,-0.1482986343455559,-0.7103617454636973,200
-2.5063569765765483,-0.4516925967793686,2.820557095076995,-1.8914564901807212,0.28889332595667017,-0.15298189935596465,-0.5549506820144554,200
-2.778912059109705,-0.4811688120021608,2.232228097385029,-1.1989745501635798,-0.2492707763538881,-0.16947623822410202,-0.8332915000403228,200
-2.811727509699449,-0.38910089102473333,2.0659923251200025,-1.0216647862900121,-0.3922782288068864,-0.13893378404245518,-0.9065859775506031,200
-2.837710770107635,-0.3706939806663319,1.9738523338883254,-0.9483781449158604,-0.4501898425665517,-0.11207412453532681,-0.9023567032235853,200
-2.6391135249351,-0.39141098996158485,2.604089873279188,-1.7141746829988374,0.19816230723769213,-0.13168309892834187,-0.5819687832459421,200
-2.6397057097444883,-0.2063231570539661,2.3044232864076264,-1.3403139853621766,-0.1402637695845283,-0.06934030625307067,-0.7775648329909013,200
-2.222824613982058,0.04284561035227962,2.851907722229831,-2.0713516826469927,0.40584040200573235,0.0843494108451105,-0.4855208635572898,200
-2.361479454991879,-0.22822241845183955,2.4783601766214978,-1.5742842431732833,-0.1041473193432586,-0.006397324042978991,-0.7255879371684488,200
-2.1729608658515813,-0.2580871007970565,2.6061663064127827,-1.9091135420264176,0.09522183585368349,0.12393926118117526,-0.49082805285729575,200
-2.132628982194656,-0.1651079448989541,2.485178508796094,-1.699700736042138,-0.12957725271805065,0.12686528139765374,-0.6224787145528564,200
-2.2895277395152647,-0.20810074252739008,2.147022539818513,-1.2018330391633947,-0.5547354831642503,0.09011162275239265,-0.824577523387044,200
-2.194210211229718,-0.2245207715605676,2.3831220363554424,-1.4434290000514283,-0.35208260669203695,0.08884499040738114,-0.7410999392763623,200
-2.0837265093736645,-0.028974870733238546,2.3324628373557896,-1.3770999781402653,-0.4619312686116013,0.14638207056203079,-0.7701385666030099,200
-2.0633520526999156,-0.04963962288811664,2.4090228104292546,-1.4161154721361213,-0.42181611258548085,0.13731680076113945,-0.760337681320622,200
-2.1577470708149837,0.04065982618650956,2.222493334392846,-1.1563796673417854,-0.6144511817887548,0.12282993796223107,-0.8819597830508765,200
5.543257269146531,0.3251275141182217,8.015153743042259,-9.420456719019878,4.1552215504552,0.8865609087527873,1.2801395995492095,200
5.543257269146531,0.3251275141182217,8.015153743042259,-9.420456719019878,4.1552215504552,0.8865609087527873,1.2801395995492095,200
5.543257269146531,0.3251275141182217,8.015153743042259,-9.420456719019878,4.1552215504552,0.8865609087527873,1.2801395995492095,200
5.543257269146531,0.3251275141182217,8.015153743042259,-9.420456719019878,4.1552215504552,0.8865609087527873,1.2801395995492095,200
5.600332750013633,0.24135984881180206,8.68623643006027,-9.589344754765527,4.383948413606596,0.5240825825459821,1.0358663364482485,200
5.614380689044484,0.28180914521238476,8.905301062873871,-9.574578885129219,4.394598016833442,0.3706231205074448,0.8836140410490987,200
5.656088481782337,0.29497004124852944,9.224168149488523,-9.66430177255022,4.5129431686087225,0.2007037062448927,0.7686484673557714,200
5.578319498647652,0.2637228655875155,8.853057933677345,-9.494226055139949,4.3371814280873995,0.4270138047711061,0.9570180624679898,200
5.618288200075339,0.29987274851266654,9.282722194315358,-9.641444173991156,4.510159493405042,0.1473455957571025,0.7265826115969918,200
4.458528628778465,0.07408809011812442,6.952060057978036,-6.84633304623958,1.793777221370199,0.3296621585108322,-0.01932385066230624,200
4.658541694648768,0.16523482588792543,7.681403375711098,-7.092909916657346,2.0426986648426655,-0.05011127366090207,-0.3586473762593734,200
4.572456424301034,0.1693787082582128,7.433995861913944,-6.946680585317601,1.8950844759930772,0.019653789178300518,-0.34989772754677195,200
4.425670790638092,0.21609482787666412,6.732368864849752,-6.584877701316286,1.5227462496541588,0.3703585594857142,-0.08731707567917896,200
4.537183531990172,0.1453358844564406,6.292290356249659,-7.424755026104769,2.3267223348959356,1.1291724339835605,1.0044351463756889,200
4.230995583359318,-0.1264506543625705,6.0354867849524005,-7.090803830157443,2.081156806832172,1.1374332113829224,0.9782970044971244,200
4.157936618567154,0.1043853925644124,6.377523031737482,-6.552456889340361,1.5937317495324006,0.6637498086472715,0.3140616576171163,200
3.918865816667819,0.3142706979032822,4.7966710355011,-5.462637899168973,0.36012641512868737,1.1169901506922735,0.365851725681891,200
3.3822529730282964,0.058604226896624444,4.3743737574064925,-5.382542178530126,0.45031337459825505,1.047338136879304,0.3162392393620315,200
2.9921816721922765,-0.04802214165868233,3.705613585368967,-4.395054563097486,-0.44315107973769774,1.1004152652826196,0.16017159331763314,200
2.798082974675416,-0.010061155384706831,3.492552680134255,-3.881027107336819,-0.9192269850258443,0.9942642140397937,-0.0843032505469467,200
2.6779262524896605,0.008054200875187545,3.0037940615020586,-3.8963173456947358,-0.8747741565667237,1.3247222526207194,0.33135968320558856,200
2.8655044662895737,0.15009637317886795,3.2064213861572197,-4.68444984451879,-0.10864030184397105,1.6250281457746956,0.868061687968249,200
2.525695845319845,-0.34259240069819547,3.002606485029965,-4.125362969805514,-0.5965626133828893,0.9994073794748164,-0.05507269141702842,200
2.7671557173259496,0.145496356800992,3.1738280277838067,-4.670852785831307,-0.0829921217675692,1.5473207871097132,0.790966629122239,200
2.476562805366929,0.19671115846149023,2.705278233615677,-4.004189552742906,-0.6969401777703665,1.4517449595402567,0.5461374167374193,200
1.8451203330268902,-0.36235336546658137,2.159265205458767,-3.512436655619572,-0.8851937681646989,1.600471900700122,0.6997164660467263,200
1.6737468173779488,-0.4812313901254554,2.012489130446165,-3.4461946156890164,-0.8561964566571154,1.7075028890966242,0.8333047714569373,200
1.3849859260046866,-0.5045202784515218,1.7336166621763134,-3.01551348961121,-1.1877627213061706,1.6169365525197201,0.6836265377300794,200
1.1469705431717614,-0.45182715027430287,1.3220461810326118,-2.4669880748242403,-1.6682264325647078,1.564249682334632,0.5392481165812524,200
1.4816542290266588,-0.2017435789000786,1.7216656180675423,-2.938374625025595,-1.3617389290075632,1.4802030096572785,0.5028339126627217,200
1.6371246107946753,-0.3697648473374559,1.8803351428046495,-3.585192074847699,-0.7079556199049215,1.783085562734768,0.9751594925352844,200
1.594211627101516,-0.06866713211601046,1.8749665143127499,-2.915506615229581,-1.4372061481281846,1.353578513177865,0.30867284204964535,200
1.6835251906933255,-0.16249766550354988,2.257538188583485,-3.187173195176225,-1.15213934510506,1.2443162799770537,0.20955895745719283,200
1.5301078033425934,0.021004119968184486,2.0506245983864866,-2.735533256468133,-1.58679411529492,1.1016424665134805,-0.04992477872796525,200
1.4769527489607075,0.09142870104938433,1.9714806751889258,-2.832213500539501,-1.4580888177122255,1.209657616133554,0.12419291570200391,200
1.844548748445182,0.24498150236236305,2.5269283632111352,-3.6558320654314445,-0.7271239676815221,1.3781756717682305,0.4644572439195473,200
2.012822188266237,0.2436199302792812,2.6610465081940298,-4.0098010629296725,-0.42294866862763875,1.482996943280316,0.6467552666381851,200
1.5934315009302038,0.2291972893470715,2.0803336332580145,-2.9399953655379036,-1.4095094593416664,1.1982123419580213,0.11281625760197989,200
1.6652184265095489,0.2597376557128846,2.0241265190873747,-3.338128632155044,-1.0285293043966655,1.4078373384576324,0.4648193722521223,200
1.4784541538300546,0.11635558080337646,1.8653912852933736,-3.283492442996916,-1.0053062587948698,1.4406557535592464,0.541313711930516,200
-0.19216477395562892,0.24282092025287083,3.8177601470735043,-2.1366121979189385,-0.7370325610681385,-0.019370085638029277,-1.2905012658110213,300
-0.19216477395562892,0.24282092025287083,3.8177601470735043,-2.1366121979189385,-0.7370325610681385,-0.019370085638029277,-1.2905012658110213,300
-0.36800663735120187,0.30940191311909876,3.3437787841135678,-1.6398034841579592,-1.2291404910382013,-0.01705184436444207,-1.4858945610104357,300
-0.3540656385260612,0.41100174000417894,3.1795981048925483,-1.6620444694249716,-1.2372383974988512,0.03904167332488068,-1.439242497593584,300
-0.4569148152639926,0.42903562958057595,2.9021132865288966,-1.3665415460995212,-1.5121415659399209,0.07333711929467723,-1.4850320926353373,300
-0.46444883909856927,0.4129395400053514,2.802582569927006,-1.426396301410406,-1.4869089143753336,0.09443847479398054,-1.4368900508161404,300
-0.5895047206865569,0.2699420940129268,2.8869618987854744,-1.572697795349384,-1.25514205247968,0.10380043529059169,-1.3207942539256823,300
-0.6950475263420719,0.2563393588799846,2.7906095934546817,-1.504595101661676,-1.2707000392426187,0.12610869539130481,-1.2798648663854972,300
-0.9518533246142291,0.16426759989313772,2.430412959074315,-0.9778896827996051,-1.7262052203324645,0.06421936950304086,-1.4730258023658576,300
-0.8198858222872341,0.22490111946173758,2.683259552731054,-1.3769668089354514,-1.34820857842642,0.10671520671097229,-1.3206561956000613,300
-0.9605375709836284,0.17699925859450275,2.3192432474624085,-0.9197826781434333,-1.8072026961198242,0.05833690766820071,-1.5222505798795516,300
-0.913438052455875,0.452291221036811,2.2582758628745774,-0.8697758300065712,-1.8687992852085031,0.05153214968448905,-1.6046962963277374,300
-1.0909697128377571,0.2903195615154016,2.195576257787876,-0.7733327301226685,-1.8933758302358186,0.010699865046692902,-1.6254445992821183,300
-1.0412645218648544,0.18765145286523538,2.49255816850569,-1.1464560379438,-1.4943613151125676,0.044861673082461584,-1.4418373133360898,300
