AR,Level,time,TOTUSJH,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,MEANPOT,R_VALUE,SHRGT45
11087,C,2.01007E+11,1546.07117,1.88E+23,3.52E+13,199.093048,1.23E+13,2.32E+22,1040.245,3571.15796,4.03935528,15.1304483
11087,C,2.01007E+11,1576.17102,1.85E+23,3.54E+13,202.30481,1.19E+13,2.30E+22,1042.34155,3606.92065,4.03303814,14.8209391
11087,C,2.01007E+11,1541.61536,1.84E+23,3.46E+13,207.779266,1.25E+13,2.24E+22,1061.448,3704.31665,3.91799998,15.0413141
11087,C,2.01007E+11,1513.67334,1.78E+23,3.35E+13,211.844406,1.21E+13,2.18E+22,1063.97314,3764.69434,4.05046463,14.913166
11087,C,2.01007E+11,1500.87524,1.78E+23,3.28E+13,228.475067,1.35E+13,2.15E+22,1060.85229,3809.68823,4.10335732,15.1875734
11087,C,2.01007E+11,1480.17725,1.78E+23,3.24E+13,235.043976,1.44E+13,2.14E+22,1064.76965,3850.90063,4.03394938,15.1073771
11087,C,2.01007E+11,1501.50378,1.79E+23,3.32E+13,247.396851,1.39E+13,2.14E+22,1075.84863,3816.46729,4.04361153,15.3600407
11087,C,2.01007E+11,1542.46704,1.80E+23,3.47E+13,254.645081,1.47E+13,2.19E+22,1073.12415,3692.48462,3.98690176,15.0239859
11087,C,2.01007E+11,1552.68152,1.80E+23,3.58E+13,236.836288,1.33E+13,2.21E+22,1074.22485,3598.5166,4.0300107,15.600935
11087,C,2.01007E+11,1501.28198,1.80E+23,3.41E+13,239.312622,1.4E+13,2.19E+22,1077.66785,3620.01953,3.97589898,15.4407825
11087,C,2.01007E+11,1478.74414,1.80E+23,3.36E+13,235.621918,1.32E+13,2.18E+22,1099.69495,3637.8772,4.0243144,15.4172478
11087,C,2.01007E+11,1429.79956,1.77E+23,3.22E+13,234.759003,1.26E+13,2.14E+22,1092.60168,3666.64062,4.03594208,15.7013445
11087,C,2.01007E+11,1392.48413,1.71E+23,3.1E+13,231.750336,1.43E+13,2.08E+22,1099.74646,3686.00098,4.03189135,15.5926113
11087,C,2.01007E+11,1392.4939,1.68E+23,3.02E+13,214.02803,1.1E+13,2.03E+22,1098.80981,3763.43848,3.97072482,15.9645166
11087,C,2.01007E+11,1370.72473,1.66E+23,2.95E+13,240.949234,1.38E+13,1.96E+22,1096.32532,3932.81201,3.99925017,16.0478325
11087,C,2.01007E+11,1395.95776,1.66E+23,2.92E+13,233.900604,1.31E+13,1.92E+22,1103.87769,4107.36035,3.9225018,16.755764
11087,C,2.01007E+11,1386.40784,1.65E+23,2.88E+13,237.444153,1.44E+13,1.88E+22,1090.75012,4229.84912,4.09090996,16.7023849
11087,C,2.01007E+11,1442.87244,1.65E+23,3.01E+13,259.76532,1.5E+13,1.90E+22,1095.29187,4157.89258,3.84087539,17.130064
11087,C,2.01007E+11,1499.20178,1.69E+23,3.2E+13,247.806534,1.46E+13,1.99E+22,1094.97522,3976.72583,3.87693787,16.6073437
11087,C,2.01007E+11,1530.62756,1.75E+23,3.41E+13,257.186066,1.34E+13,2.09E+22,1099.78589,3765.47583,3.78563595,16.8831177
11087,C,2.01007E+11,1516.95923,1.76E+23,3.44E+13,244.915024,1.49E+13,2.14E+22,1101.651,3580.62817,3.93398976,17.1122856
11087,C,2.01007E+11,1471.13171,1.74E+23,3.36E+13,249.423538,1.57E+13,2.12E+22,1115.96851,3549.22607,3.79692817,17.6748714
11087,C,2.01007E+11,1427.96204,1.70E+23,3.22E+13,246.674606,1.6E+13,2.09E+22,1112.27893,3551.12817,3.93291783,17.0624676
11087,C,2.01007E+11,1398.64722,1.66E+23,3.14E+13,218.814011,1.44E+13,2.06E+22,1117.34326,3544.18286,3.56399727,17.3665905
11087,C,2.01007E+11,1373.83752,1.66E+23,3.08E+13,227.679977,1.43E+13,2.04E+22,1113.45923,3562.71167,3.46602106,17.1958885
11087,C,2.01007E+11,1357.45825,1.64E+23,3.02E+13,233.643768,1.43E+13,2.02E+22,1123.39917,3563.24219,3.29522109,17.2059765
11087,C,2.01007E+11,1388.49841,1.66E+23,3.13E+13,241.038696,1.5E+13,2.02E+22,1137.47888,3591.66772,3.61691928,17.11973
11087,C,2.01007E+11,1399.51904,1.69E+23,3.18E+13,232.51683,1.41E+13,2.03E+22,1143.67224,3621.60083,3.70260167,17.392664
11087,C,2.01007E+11,1420.73291,1.67E+23,3.24E+13,232.486557,1.39E+13,2.01E+22,1143.93469,3573.04443,3.72838426,18.1222401
11087,C,2.01007E+11,1431.77283,1.66E+23,3.29E+13,227.731995,1.43E+13,2.00E+22,1141.03882,3577.33154,3.33557081,17.9473972
11087,C,2.01007E+11,1442.34387,1.64E+23,3.3E+13,209.953293,1.21E+13,1.96E+22,1140.67078,3651.39551,3.54703355,17.8998241
11087,C,2.01007E+11,1415.76562,1.57E+23,3.16E+13,191.086182,9.02E+12,1.85E+22,1145.67651,3807.80151,3.2352531,18.21632
11087,C,2.01007E+11,1335.14575,1.50E+23,2.89E+13,209.674194,1.09E+13,1.73E+22,1146.70215,4054.51074,3.5105207,17.3178539
11087,C,2.01007E+11,1278.31958,1.47E+23,2.73E+13,202.418167,1.08E+13,1.63E+22,1135.72107,4229.65576,3.36084723,18.8040409
11087,C,2.01007E+11,1232.63745,1.46E+23,2.66E+13,190.940918,9.7E+12,1.61E+22,1135.45312,4229.5332,3.4881041,18.4700413
11087,C,2.01007E+11,1209.98633,1.47E+23,2.65E+13,188.776428,1.02E+13,1.60E+22,1143.20752,4168.28467,3.71016002,18.5882454
11087,C,2.01007E+11,1194.83801,1.46E+23,2.68E+13,181.43251,1.07E+13,1.60E+22,1129.21448,4023.91675,3.60396099,18.3325996
11087,C,2.01007E+11,1170.63928,1.45E+23,2.65E+13,168.549728,8.53E+12,1.60E+22,1130.87488,3900.61572,3.6497581,18.9237614
11087,C,2.01007E+11,1149.90906,1.44E+23,2.65E+13,164.304932,9E+12,1.60E+22,1136.27759,3807.30811,3.63103271,18.7601261
11087,C,2.01007E+11,1181.86353,1.46E+23,2.76E+13,155.711349,8.31E+12,1.62E+22,1150.33923,3774.18457,3.73711896,18.7787151
11110,C,2.01009E+11,95.4708176,6.23E+21,2.14E+12,9.7930088,7.5E+11,1.19E+21,151.789963,2293.73633,2.18785548,12.8054733
11110,C,2.01009E+11,95.4708176,6.23E+21,2.14E+12,9.7930088,7.5E+11,1.19E+21,151.789963,2293.73633,2.18785548,12.8054733
11110,C,2.01009E+11,95.4708176,6.23E+21,2.14E+12,9.7930088,7.5E+11,1.19E+21,151.789963,2293.73633,2.18785548,12.8054733
11110,C,2.01009E+11,95.4708176,6.23E+21,2.14E+12,9.7930088,7.5E+11,1.19E+21,151.789963,2293.73633,2.18785548,12.8054733
11110,C,2.01009E+11,98.5971603,5.92E+21,2.24E+12,16.1949024,1.31E+12,1.26E+21,150.92598,2117.42456,2.18785548,10.0616989
11110,C,2.01009E+11,106.524605,5.79E+21,2.34E+12,14.9015732,1.24E+12,1.31E+21,153.409943,2062.00317,2.21213675,8.83742905
11110,C,2.01009E+11,109.877129,5.69E+21,2.43E+12,18.2162361,1.22E+12,1.32E+21,158.885757,1980.25305,2.21213675,7.4930625
11110,C,2.01009E+11,113.164261,5.54E+21,2.42E+12,16.6833229,1.39E+12,1.35E+21,158.248489,1893.3053,2.21213675,9.62761116
11110,C,2.01009E+11,125.809738,5.79E+21,2.66E+12,21.7614422,1.17E+12,1.40E+21,158.843597,1942.49817,2.21865177,7.17788696
11110,C,2.01009E+11,121.026192,6.47E+21,2.75E+12,21.5485306,1.61E+12,1.39E+21,160.744278,2064.07227,2.83327103,11.0546379
11110,C,2.01009E+11,121.935776,5.83E+21,2.6E+12,18.8229713,1.37E+12,1.37E+21,164.430496,1993.98865,2.83098698,7.22070837
11110,C,2.01009E+11,121.285835,6.32E+21,2.64E+12,18.227932,1.26E+12,1.41E+21,166.164856,2103.02393,2.8575623,7.86219072
11110,C,2.01009E+11,121.968452,7.10E+21,2.78E+12,12.5737543,1.01E+12,1.51E+21,164.675323,2011.8623,2.89629602,11.5876598
11110,C,2.01009E+11,134.988831,8.88E+21,3.2E+12,19.3973331,1.3E+12,1.64E+21,169.688278,2140.32568,2.57542396,17.5792503
11110,C,2.01009E+11,140.867279,9.68E+21,3.34E+12,34.0626831,2.48E+12,1.77E+21,172.000443,2161.91333,2.62527847,18.3812637
11110,C,2.01009E+11,166.957397,9.62E+21,3.98E+12,26.1318455,1.63E+12,2.00E+21,175.438889,1865.18359,2.82489181,14.8558187
11110,C,2.01009E+11,105.30574,1.13E+22,3.71E+12,0.858650565,1.19E+11,1.62E+21,149.251205,2076.80273,3.07824135,20.1271706
11110,C,2.01009E+11,178.550873,1.40E+22,4.17E+12,27.297821,7.05E+11,1.88E+21,184.160904,3144.47363,3.07824135,19.2353649
11110,C,2.01009E+11,171.642181,1.36E+22,4.02E+12,27.9335632,1.26E+12,1.91E+21,191.206848,2809.08887,3.3051703,21.8131866
11110,C,2.01009E+11,185.814392,1.43E+22,4.37E+12,27.2856026,1.04E+12,2.02E+21,192.270035,2671.8147,3.44485617,21.8276634
11110,C,2.01009E+11,199.833755,1.68E+22,4.89E+12,24.7962303,9.92E+11,2.22E+21,198.089462,2754.73853,3.39201331,25.4078751
11110,C,2.01009E+11,244.799774,2.10E+22,6.44E+12,21.1967373,6.74E+11,2.65E+21,198.074982,2776.93481,3.13096309,26.8515263
11110,C,2.01009E+11,157.917191,1.51E+22,3.06E+12,37.0915756,1.97E+12,1.69E+21,203.899734,4497.09668,3.40088582,20.0317345
11110,C,2.01009E+11,257.382935,2.30E+22,6.42E+12,24.6331463,5.61E+11,2.82E+21,210.055145,3079.25928,3.1412909,26.0096073
11110,C,2.01009E+11,267.708191,2.46E+22,6.72E+12,19.6514626,1.38E+11,2.92E+21,213.870926,3172.29663,3.33022547,26.5993843
11110,C,2.01009E+11,286.437317,2.86E+22,7.21E+12,53.4215012,3.08E+12,3.13E+21,217.586807,3440.16577,3.38512874,29.3948593
11110,C,2.01009E+11,307.834381,3.06E+22,7.8E+12,61.8886719,3.88E+12,3.32E+21,219.959412,3436.55518,3.36439729,30.7841396
11110,C,2.01009E+11,333.191895,3.36E+22,8.26E+12,78.26091,3.62E+12,3.48E+21,226.743195,3512.90137,3.48855448,31.224802
11110,C,2.01009E+11,334.446655,3.57E+22,8.5E+12,69.6803665,3.4E+12,3.56E+21,230.77095,3572.38184,3.65298581,32.3068771
11110,C,2.01009E+11,338.843658,3.57E+22,8.18E+12,53.0307693,2.07E+12,3.72E+21,235.716766,3607.01416,3.551373,30.0308342
11110,C,2.01009E+11,330.910461,3.58E+22,8.13E+12,54.6542892,3.39E+12,3.67E+21,236.337784,3734.30713,3.30952191,31.2603893
11110,C,2.01009E+11,342.660126,3.38E+22,7.84E+12,28.9552155,1.8E+12,3.77E+21,236.647049,3616.29077,3.58481526,28.4313736
11110,C,2.01009E+11,336.296692,3.26E+22,7.4E+12,32.5994301,2.48E+12,3.76E+21,243.829071,3751.26929,3.51979923,26.1387939
11110,C,2.01009E+11,366.504974,3.40E+22,8.28E+12,18.6428108,1.59E+12,3.94E+21,249.0867,3725.8457,3.66409922,25.8233757
11110,C,2.01009E+11,404.406311,3.76E+22,9.11E+12,13.3503113,1.49E+12,4.35E+21,252.782669,3718.55273,3.61136103,27.021698
11110,C,2.01009E+11,424.433289,3.94E+22,9.65E+12,14.1262808,9.78E+11,4.74E+21,251.110641,3387.02417,3.3555541,26.8980465
11110,C,2.01009E+11,404.576813,3.99E+22,9.12E+12,11.5921354,1.08E+12,4.76E+21,248.26593,3441.40747,3.24976587,27.0152512
11110,C,2.01009E+11,399.550934,4.10E+22,8.9E+12,8.10558701,7.39E+11,4.75E+21,247.790436,3607.67749,3.59121037,26.6721134
11110,C,2.01009E+11,430.386078,4.15E+22,9.1E+12,6.87151289,6.11E+11,4.77E+21,252.871674,3803.8811,3.4492054,28.0404568
11110,C,2.01009E+11,455.073792,4.31E+22,9.42E+12,24.04986,1.11E+12,4.86E+21,250.586426,3999.02344,3.44449639,28.7282581
11112,M,2.0101E+11,859.53064,7.51E+22,1.88E+13,12.3812046,6.66E+12,1.11E+22,697.536987,2994.30151,3.66991329,12.1895685
11112,M,2.0101E+11,859.53064,7.51E+22,1.88E+13,12.3812046,6.66E+12,1.11E+22,697.536987,2994.30151,3.66991329,12.1895685
11112,M,2.0101E+11,878.365051,7.92E+22,1.9E+13,12.3358603,5.68E+12,1.11E+22,689.059021,3162.1394,3.83830905,12.682332
11112,M,2.0101E+11,884.733032,8.05E+22,1.85E+13,20.3502407,4.28E+12,1.09E+22,706.197327,3425.4585,3.83887196,13.3009377
11112,M,2.0101E+11,903.449341,8.03E+22,1.87E+13,0.797616243,4.51E+12,1.09E+22,704.600708,3428.35156,3.92504048,14.3529816
11112,M,2.0101E+11,908.432251,8.19E+22,1.81E+13,15.0174046,3.96E+12,1.07E+22,702.113037,3675.37427,3.91566801,14.6261539
11112,M,2.0101E+11,950.869446,8.45E+22,1.92E+13,20.8377399,5.46E+12,1.09E+22,705.135254,3713.41016,3.84483385,14.729044
11112,M,2.0101E+11,976.404175,8.70E+22,1.99E+13,26.2945938,5.58E+12,1.12E+22,709.585083,3679.75098,3.85279202,15.4325485
11112,M,2.0101E+11,1005.83765,8.69E+22,2.03E+13,35.7439613,5.98E+12,1.13E+22,704.651672,3639.90161,4.02888775,15.7303381
11112,M,2.0101E+11,1011.97778,8.95E+22,2.05E+13,28.3148212,5.88E+12,1.15E+22,704.198669,3725.43311,3.88938475,15.4700708
11112,M,2.0101E+11,992.430481,9.08E+22,1.95E+13,25.9932365,5.86E+12,1.14E+22,700.212219,3932.17505,4.05965948,15.4443483
11112,M,2.0101E+11,1044.91858,9.41E+22,2.02E+13,13.1506128,3.59E+12,1.17E+22,705.600464,3958.60083,4.08540964,15.2302713
11112,M,2.0101E+11,1053.48499,9.80E+22,2.06E+13,41.8351097,4.43E+12,1.20E+22,705.919189,3985.75269,4.11372232,15.0175629
11112,M,2.0101E+11,1061.24768,9.80E+22,2.11E+13,43.8188362,5.86E+12,1.22E+22,701.00885,3894.11157,3.96803117,14.9522352
11112,M,2.0101E+11,1046.19055,1.01E+23,2.15E+13,27.7899418,4.29E+12,1.25E+22,706.001953,3767.2168,4.04246998,15.7604914
11112,M,2.0101E+11,1039.3689,1.02E+23,2.16E+13,63.0252266,6.15E+12,1.28E+22,702.274719,3670.45483,3.89884114,15.737298
11112,M,2.0101E+11,1052.72888,1.02E+23,2.2E+13,39.4623489,4.86E+12,1.30E+22,703.498901,3539.10669,3.95080686,16.0202675
11112,M,2.0101E+11,1078.40979,1.02E+23,2.25E+13,48.2992592,5.57E+12,1.32E+22,710.045593,3527.28076,4.05116987,17.1252289
11112,M,2.0101E+11,1068.71204,9.92E+22,2.15E+13,50.3823776,6.21E+12,1.28E+22,703.841431,3674.70532,3.96946859,16.2485237
11112,M,2.0101E+11,1027.68872,9.21E+22,1.99E+13,60.6331367,6.58E+12,1.21E+22,708.132874,3782.47632,3.9157083,15.7231674
11112,M,2.0101E+11,993.808289,9.15E+22,1.97E+13,52.1414757,6.3E+12,1.19E+22,696.704041,3811.95532,4.00021935,16.5302048
11112,M,2.0101E+11,967.289795,9.31E+22,1.95E+13,62.9263306,6.14E+12,1.19E+22,684.565857,3785.25928,3.89784002,15.9704237
11112,M,2.0101E+11,975.611816,9.26E+22,2.02E+13,100.953598,7.92E+12,1.23E+22,686.011414,3477.88232,3.77839804,16.527813
11112,M,2.0101E+11,966.598999,9.35E+22,2E+13,97.0232391,8.14E+12,1.23E+22,686.796936,3494.33228,3.94202185,15.8916073
11112,M,2.0101E+11,969.961792,9.45E+22,2.02E+13,92.8846588,7.73E+12,1.25E+22,682.870911,3396.00488,3.83637047,16.2744083
11112,M,2.0101E+11,963.859497,9.43E+22,2.01E+13,95.6503754,8.33E+12,1.24E+22,680.044373,3455.80664,3.92111111,16.6366615
11112,M,2.0101E+11,989.48999,9.50E+22,2.05E+13,102.763718,8.1E+12,1.24E+22,667.366577,3451.64258,3.8095057,16.8283844
11112,M,2.0101E+11,1019.76654,9.72E+22,2.11E+13,104.239189,6.84E+12,1.24E+22,664.173401,3514.771,3.89440274,16.997263
11112,M,2.0101E+11,1026.10608,1.01E+23,2.11E+13,85.170929,6.13E+12,1.24E+22,668.955627,3630.50513,3.97658515,17.8214989
11112,M,2.0101E+11,1018.05621,1.02E+23,2.11E+13,110.982216,6.82E+12,1.26E+22,664.713379,3676.40503,3.90286016,17.2102566
11112,M,2.0101E+11,1020.86859,1.02E+23,2.16E+13,102.071518,6.96E+12,1.28E+22,666.277222,3553.58423,4.10257339,17.1289883
11112,M,2.0101E+11,999.774536,1.02E+23,2.13E+13,105.231567,7.12E+12,1.29E+22,669.347107,3503.2168,4.01477051,17.13764
11112,M,2.0101E+11,984.524963,1.01E+23,2.09E+13,102.288193,7.27E+12,1.29E+22,668.485229,3495.53394,3.92693281,16.965847
11112,M,2.0101E+11,970.971924,1.01E+23,2.05E+13,106.29538,7.51E+12,1.28E+22,668.404907,3484.57861,3.92509007,16.9484539
11112,M,2.0101E+11,983.271606,1.01E+23,2.08E+13,101.728226,7.95E+12,1.28E+22,665.444702,3535.65723,3.99595952,16.7246914
11112,M,2.0101E+11,1012.57611,9.82E+22,2.06E+13,104.809029,7.59E+12,1.26E+22,673.001831,3634.07837,4.0509634,16.1701088
11112,M,2.0101E+11,1027.80127,9.66E+22,2.06E+13,95.0539093,7.61E+12,1.25E+22,669.120789,3720.21753,4.07508659,16.5080833
11112,M,2.0101E+11,1005.94104,9.45E+22,1.99E+13,105.216942,8.21E+12,1.27E+22,660.677917,3650.96362,4.10269737,15.0048752
11112,M,2.0101E+11,1040.18823,9.61E+22,2.1E+13,91.4007568,6.71E+12,1.35E+22,654.685364,3422.48755,4.16343546,13.8518305
11112,M,2.0101E+11,1079.21301,1.01E+23,2.25E+13,74.1297226,6E+12,1.44E+22,661.988281,3237.13525,4.02017593,14.0131712
11117,C,2.0101E+11,965.084412,2.40E+23,2.12E+13,113.427757,8.81E+12,1.14E+22,552.197083,9464.44922,4.04433298,47.2044449
11117,C,2.0101E+11,977.789307,2.42E+23,2.09E+13,71.6698608,6.02E+12,1.13E+22,548.347595,9856.87891,3.95505166,46.6814766
11117,C,2.0101E+11,999.290466,2.46E+23,2.11E+13,71.9234619,7.45E+12,1.12E+22,543.393799,10147.8584,3.89548469,48.2164421
11117,C,2.0101E+11,990.376709,2.44E+23,2.12E+13,53.8341141,6.23E+12,1.11E+22,535.607727,10011.209,4.09184074,49.4120216
11117,C,2.0101E+11,1014.01062,2.47E+23,2.13E+13,62.4262886,5.63E+12,1.11E+22,541.021362,10127.5117,4.08810997,48.9483452
11117,C,2.0101E+11,1027.98987,2.44E+23,2.14E+13,80.1009445,6.74E+12,1.11E+22,545.265259,9850.82812,4.09757471,48.8561478
11117,C,2.0101E+11,1060.4502,2.49E+23,2.22E+13,55.4319954,5.33E+12,1.12E+22,548.986694,9954.96973,4.04382849,48.990757
11117,C,2.0101E+11,1067.70178,2.58E+23,2.24E+13,61.3949585,6.25E+12,1.10E+22,548.891357,10181.8096,4.11854792,50.3412437
11117,C,2.0101E+11,1043.58093,2.56E+23,2.23E+13,108.659676,7.65E+12,1.10E+22,550.318542,9956.6748,4.17672682,50.3790016
11117,C,2.0101E+11,1066.41699,2.59E+23,2.32E+13,93.4926071,7.65E+12,1.13E+22,560.256226,9591.33594,4.21355724,50.9600754
11117,C,2.0101E+11,1136.48682,2.64E+23,2.56E+13,77.4081955,6E+12,1.17E+22,565.490479,9110.58008,4.19777918,50.7572937
11117,C,2.0101E+11,1231.16199,2.70E+23,2.66E+13,88.5417404,5.2E+12,1.16E+22,568.895142,9607.9043,4.18254375,50.8280525
11117,C,2.0101E+11,1224.36584,2.70E+23,2.46E+13,86.9141388,5.2E+12,1.12E+22,572.449829,10769.9639,4.26781416,51.6783104
11117,C,2.0101E+11,1221.99524,2.73E+23,2.51E+13,87.6876984,3.89E+12,1.12E+22,571.600586,10715.5918,4.36527061,52.4226303
11117,C,2.0101E+11,1209.82837,2.71E+23,2.51E+13,99.2959518,5.14E+12,1.12E+22,587.646179,10437.9639,4.25220156,53.6283722
11117,C,2.0101E+11,1235.12366,2.72E+23,2.54E+13,112.048248,6.17E+12,1.11E+22,593.779053,10364.7881,4.43550014,52.9322548
11117,C,2.0101E+11,1230.41785,2.74E+23,2.59E+13,103.402863,6.06E+12,1.11E+22,591.078247,9946.87305,4.22558594,53.4211502
11117,C,2.0101E+11,1279.46387,2.84E+23,2.72E+13,116.334984,8.2E+12,1.13E+22,599.696716,9870.7998,4.21984625,53.445488
11117,C,2.0101E+11,1269.3678,2.84E+23,2.79E+13,100.341026,7.33E+12,1.16E+22,608.434753,9715.40137,4.15525103,53.4326859
11117,C,2.0101E+11,1302.27747,2.93E+23,2.83E+13,27.5770855,2.9E+12,1.16E+22,614.51709,10372.0703,4.25836039,53.2274704
11117,C,2.0101E+11,1357.19934,2.94E+23,2.88E+13,50.9018822,4.42E+12,1.16E+22,617.838562,10492.8018,4.01919794,53.0240479
11117,C,2.0101E+11,1357.26294,2.98E+23,2.8E+13,90.9283295,5.75E+12,1.17E+22,611.977966,10962.3271,4.10663843,52.6459923
11117,C,2.0101E+11,1347.45435,3.02E+23,2.79E+13,104.274002,5.65E+12,1.18E+22,620.490906,11152.2275,4.2137537,52.4024086
11117,C,2.0101E+11,1356.15833,3.04E+23,2.75E+13,130.335815,6.37E+12,1.19E+22,624.507996,11240.7979,4.20515537,52.4405823
11117,C,2.0101E+11,1354.39954,3.04E+23,2.78E+13,140.835556,6.6E+12,1.21E+22,620.906982,11130.6182,4.21778679,52.6338806
11117,C,2.0101E+11,1355.47717,3.08E+23,2.77E+13,148.246964,7.09E+12,1.22E+22,626.283508,11073.1426,4.29524851,52.9285316
11117,C,2.0101E+11,1366.1416,3.11E+23,2.83E+13,129.867981,5.65E+12,1.25E+22,629.699524,10864.5479,4.38975334,51.7874527
11117,C,2.0101E+11,1384.05835,3.13E+23,2.9E+13,134.441101,6.03E+12,1.27E+22,635.977478,10542.748,4.26218081,51.7266083
11117,C,2.0101E+11,1350.34058,3.12E+23,2.84E+13,171.522202,4.73E+12,1.29E+22,644.949463,10125.0771,4.31885004,52.1963844
11117,C,2.0101E+11,1354.73328,3.12E+23,2.8E+13,191.119064,4.1E+12,1.29E+22,645.511719,10074.6846,4.41365528,52.5725861
11117,C,2.0101E+11,1294.01514,3.12E+23,2.68E+13,191.225082,4.71E+12,1.27E+22,652.451538,10431.3486,4.19788933,52.4413528
11117,C,2.0101E+11,1306.50793,3.21E+23,2.71E+13,226.516602,6.2E+12,1.28E+22,650.69635,10671.9043,4.37703276,53.5587959
11117,C,2.0101E+11,1329.45972,3.25E+23,2.78E+13,198.350342,3.18E+12,1.32E+22,657.509399,10815.0801,4.2635684,53.6139793
11117,C,2.0101E+11,1406.56885,3.34E+23,2.88E+13,173.810898,3.6E+12,1.34E+22,670.786438,11250.0059,4.348701,52.7529106
11117,C,2.0101E+11,1464.44336,3.41E+23,3E+13,194.29686,7.99E+12,1.36E+22,683.923401,11266.9219,4.26842308,52.5195312
11117,C,2.0101E+11,1463.51428,3.44E+23,3.17E+13,216.483063,7.95E+12,1.43E+22,686.704834,10050.1162,4.31535482,53.3672333
11117,C,2.0101E+11,1404.14539,3.50E+23,3.16E+13,215.878586,9.63E+12,1.47E+22,692.446655,9415.07129,4.37228966,53.1229858
11117,C,2.0101E+11,1366.05994,3.47E+23,2.95E+13,209.462067,7.65E+12,1.45E+22,700.211121,9864.09375,4.22186756,53.1484604
11117,C,2.0101E+11,1372.48779,3.53E+23,2.97E+13,178.036377,7.74E+12,1.45E+22,702.188477,10063.3857,4.35967207,53.9200859
11117,C,2.0101E+11,1351.98914,3.56E+23,2.92E+13,147.687286,7.13E+12,1.46E+22,715.480957,10219.4131,4.35334444,54.0578651
11123,C,2.01011E+11,1033.31421,7.32E+22,2.33E+13,65.673378,7.1E+12,1.31E+22,1118.26233,2398.75391,3.75646567,12.0182886
11123,C,2.01011E+11,1033.31421,7.32E+22,2.33E+13,65.673378,7.1E+12,1.31E+22,1118.26233,2398.75391,3.75646567,12.0182886
11123,C,2.01011E+11,1033.31421,7.32E+22,2.33E+13,65.673378,7.1E+12,1.31E+22,1118.26233,2398.75391,3.75646567,12.0182886
11123,C,2.01011E+11,1067.81226,7.35E+22,2.37E+13,45.5511208,7.87E+12,1.33E+22,1109.43091,2361.92676,3.69773412,11.9617634
11123,C,2.01011E+11,1092.11902,7.49E+22,2.49E+13,37.4933739,8.27E+12,1.35E+22,1110.14441,2343.90991,3.7063098,12.3674917
11123,C,2.01011E+11,1107.75,7.96E+22,2.56E+13,46.1555824,6.41E+12,1.34E+22,1121.3175,2488.20898,3.7663641,14.349143
11123,C,2.01011E+11,1121.05066,7.73E+22,2.56E+13,58.8577805,5.09E+12,1.33E+22,1112.60059,2502.20044,3.7077744,13.1819935
11123,C,2.01011E+11,1141.50464,7.90E+22,2.58E+13,41.9045448,3.75E+12,1.32E+22,1126.86316,2578.1792,3.86685896,13.2096739
11123,C,2.01011E+11,1148.18469,7.73E+22,2.52E+13,14.834507,3.95E+12,1.31E+22,1127.66101,2579.87964,3.91430211,12.7062263
11123,C,2.01011E+11,1170.50867,8.05E+22,2.56E+13,36.5753517,5.76E+12,1.30E+22,1132.34937,2715.39868,3.79939246,13.4411974
11123,C,2.01011E+11,1207.87183,8.42E+22,2.64E+13,16.406765,4.57E+12,1.33E+22,1146.87903,2792.95605,3.88454509,12.5187206
11123,C,2.01011E+11,1238.78357,8.24E+22,2.68E+13,70.6966705,6.45E+12,1.37E+22,1143.32837,2692.4104,3.7210772,11.6055918
11123,C,2.01011E+11,1230.11377,8.66E+22,2.67E+13,60.9482193,6.44E+12,1.38E+22,1167.00244,2793.53882,3.74812961,12.497323
11123,C,2.01011E+11,1241.29932,8.98E+22,2.72E+13,88.8310776,6.59E+12,1.41E+22,1169.62952,2793.4502,3.62074018,12.8633957
11123,C,2.01011E+11,1233.43481,9.47E+22,2.67E+13,79.4607086,7.05E+12,1.40E+22,1162.82422,2946.52393,4.05060291,13.3746643
11123,C,2.01011E+11,1213.93933,9.53E+22,2.61E+13,104.918396,6.89E+12,1.38E+22,1163.28271,3031.6106,3.85979891,14.1275883
11123,C,2.01011E+11,1201.61829,9.50E+22,2.56E+13,104.966843,6.43E+12,1.37E+22,1163.26294,3105.51294,3.95848584,13.855238
11123,C,2.01011E+11,1199.99158,9.69E+22,2.5E+13,106.278397,6.83E+12,1.33E+22,1176.92236,3342.00757,3.84168696,14.603756
11123,C,2.01011E+11,1254.19934,9.67E+22,2.55E+13,115.216812,7.31E+12,1.36E+22,1182.4967,3336.34131,4.01896763,14.038867
11123,C,2.01011E+11,1333.07849,9.76E+22,2.69E+13,138.083115,1.02E+13,1.38E+22,1179.94666,3337.39941,4.07019234,14.6548595
11123,C,2.01011E+11,1498.63501,1.12E+23,3.17E+13,153.394012,1.04E+13,1.57E+22,1179.69263,3171.98315,4.14165115,14.7818909
11123,C,2.01011E+11,1513.38501,1.18E+23,3.23E+13,149.97467,1.05E+13,1.61E+22,1176.95532,3171.43042,4.15548658,15.4420395
11123,C,2.01011E+11,1469.63489,1.20E+23,3.12E+13,166.800461,1.23E+13,1.60E+22,1185.66418,3218.04224,4.20691538,15.4085026
11123,C,2.01011E+11,1414.0116,1.18E+23,2.98E+13,198.454575,1.4E+13,1.58E+22,1189.04065,3273.41357,4.16981602,14.7668304
